ResponseId,f_aff,f_ener,f_acc,f_ang,f_int,f_calm,f_app,f_cont,f_dis,f_qui,f_sad,f_emb,f_bor,f_anx,f_rela,f_fear,f_pea,f_sha,f_reli,f_gui,f_hap,f_pro,f_amu,f_joy,f_irr,f_fru,f_exc,f_conc,f_lon,i_aff,i_ener,i_acc,i_ang,i_int,i_calm,i_app,i_cont,i_dis,i_qui,i_sad,i_emb,i_bor,i_anx,i_rela,i_fear,i_pea,i_sha,i_reli,i_gui,i_hap,i_pro,i_amu,i_joy,i_irr,i_fru,i_exc,i_conc,i_lon,ftp1,ftp2,ftp3,ftp4,ftp5,ftp6,ftp7,ftp8,ftp9,ftp10,tipi1,tipi2,tipi3,tipi4,tipi5,tipi6,tipi7,tipi8,tipi9,tipi10,health,risk_self,risk_pop,risk_comp,age,gender_all,race_all,educ,income,emp,emp_affect,livealone,gender_bin_f,race_bin,emp_bin,FTP_av,FTP_Opp,FTP_Ext,FTP_Con,Openness,Conscientiousness,Extraversion,Agreeableness,Em_Stability,avg_f_pos,avg_f_neg,avg_i_pos,avg_i_neg
R_YYO3ivngnfPpHmF,2,3,2,1,3,2,2,NA,1,4,1,0,3,2,2,1,2,0,3,0,2,3,3,2,2,2,1,NA,4,4,3,2,1,3,4,2,0,1,4,1,NA,4,1,3,1,3,NA,1,NA,2,3,4,2,1,2,1,0,3,7,7,7,7,7,7,7,2,7,1,7,3,6,6,7,5,4,1,6,6,5,1,3,3,42,male,White or European-American,Some college or technical school,"$140,000 to $160,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,5.9,7,7,2,6.5,3.5,6,3.5,6,2.4,1.416666667,2.5625,1.5
R_123jVRXo2yqAWPJ,2,2,2,1,3,2,2,2,0,3,1,0,3,4,NA,NA,1,0,2,0,2,NA,NA,NA,2,3,1,3,3,2,2,1,1,2,2,3,2,NA,4,2,NA,3,2,0,0,1,NA,2,NA,2,0,0,0,2,3,1,3,3,5,6,6,5,3,5,5,6,6,4,1,6,6,5,6,1,5,6,6,6,2,2,2,3,43,female,White or European-American,Completed graduate or professional degree,"$60,000 to $80,000",Working for pay (part-time or full-time),1,No,Female,White,Working,5.1,5,5,6,6,6,1,5.5,5.5,2,1.666666667,1.5,2.111111111
R_2aWhEQwTNlZry5v,2,1,1,2,1,3,3,2,1,3,2,1,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,3,2,1,1,3,2,2,3,1,2,2,4,1,2,2,2,1,2,1,2,1,2,2,3,1,3,3,2,2,4,5,5,5,5,4,6,6,5,6,3,5,2,6,5,6,6,5,2,3,6,3,3,3,3,43,male,White or European-American,"Completed 4-year college (BA, BS)","$60,000 to $80,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,5,5,5,5,6,4,5.5,3.5,4,1.875,1.538461538,1.875,2.230769231
R_2drTaXHW01zLlAf,1,NA,1,3,1,1,1,1,3,3,1,NA,1,3,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,1,0,1,3,1,1,1,1,2,1,1,0,2,2,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,6,6,6,5,5,5,5,5,6,3,4,2,6,2,5,6,3,6,2,6,3,3,4,3,43,male,White or European-American,Some college or technical school,"$140,000 to $160,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,5.2,6,5,5,5.5,6,5,2.5,2,1.133333333,2.083333333,0.9375,1.769230769
R_2qyiCPSxlJyojJX,3,NA,1,2,2,NA,3,0,2,NA,2,1,0,3,0,NA,0,0,2,2,2,NA,2,NA,3,3,NA,2,2,3,0,1,3,2,0,2,NA,2,0,3,3,NA,3,NA,0,NA,NA,1,2,1,0,1,0,3,4,0,1,3,6,6,7,5,4,5,3,4,6,3,5,4,3,2,7,6,6,5,5,7,3,3,4,2,43,female,more than one race,Some college or technical school,"$10,000 to $20,000",Not currently working for pay,3,No,Female,Non-white,Not_working,4.9,6,5,4,7,4,5.5,5,3.5,1.5,1.833333333,0.846153846,2.454545455
R_2rVOhEuz06MW8ph,1,NA,2,2,1,2,2,NA,2,2,3,NA,1,3,1,2,NA,NA,NA,1,1,2,2,NA,3,3,NA,4,2,1,0,1,2,1,1,2,0,3,1,2,0,1,3,1,2,0,0,0,1,2,1,1,0,2,2,0,3,1,4,5,5,5,4,5,4,3,3,2,3,3,4,3,5,2,5,3,3,4,2,3,3,3,43,female,White or European-American,Some college or technical school,"$20,000 to $30,000",Working for pay (part-time or full-time),2,No,Female,White,Working,4,4,5,3,4.5,3.5,2.5,4,3,1.6,2.363636364,0.75,1.692307692
R_2VO1EOsMiNBwW9D,2,2,2,0,2,3,2,2,0,3,1,0,2,1,2,0,2,0,2,0,3,3,2,1,1,1,1,2,1,2,2,2,NA,2,2,2,2,NA,2,1,NA,3,1,2,NA,2,NA,2,NA,2,2,2,2,1,1,2,1,2,6,5,6,4,4,4,3,4,4,3,5,3,6,6,4,2,5,7,6,4,4,4,3,2,43,male,White or European-American,"Completed 4-year college (BA, BS)","$160,000 to $180,000",Working for pay (part-time or full-time),1,Yes,Non-female,White,Working,4.3,6,4,4,4,6.5,3.5,4,6,2.125,0.692307692,2,1.428571429
R_3EarTB2nxh6sa1B,NA,2,1,3,1,3,1,NA,3,NA,2,0,2,1,2,1,1,0,2,0,2,3,2,2,2,2,1,2,4,0,2,1,3,1,1,1,0,4,0,3,NA,3,1,1,4,1,NA,1,NA,1,3,2,1,3,3,1,3,4,7,5,7,4,4,7,7,7,7,1,7,6,7,6,7,7,7,7,7,7,4,1,1,0,43,female,White or European-American,Some college or technical school,"$30,000 to $40,000",Not currently working for pay,0,No,Female,White,Not_working,5.6,7,4,7,7,7,7,6.5,6.5,1.769230769,1.692307692,1.0625,3.1
R_3FR804DfPdgZpf5,1,2,2,2,1,2,1,2,2,3,3,NA,2,2,1,2,1,0,1,1,1,1,1,1,2,3,2,2,3,2,3,3,3,3,2,2,2,3,3,3,0,3,2,2,2,1,NA,1,1,2,1,1,1,2,3,2,3,4,5,5,6,4,4,4,5,5,5,6,6,5,6,5,6,4,6,5,6,6,4,2,3,3,43,female,White or European-American,Completed graduate or professional degree,"$80,000 to $100,000",Working for pay (part-time or full-time),1,Yes,Female,White,Working,4.9,5,4,5,6,5.5,5,5.5,5.5,1.4375,2,1.9375,2.416666667
R_3lLxqMs7W9tLddx,2,NA,0,4,NA,1,2,0,3,2,3,1,3,4,1,2,NA,2,NA,2,1,0,NA,NA,4,4,0,4,3,2,0,NA,4,0,1,3,NA,4,3,4,3,3,4,1,3,0,4,0,3,1,NA,0,0,4,4,NA,4,4,4,2,3,2,1,2,3,2,3,1,3,3,5,2,3,3,7,4,4,6,3,1,2,2,43,female,White or European-American,Some college or technical school,"$60,000 to $80,000",Working for pay (part-time or full-time),3,No,Female,White,Working,2.3,4,2,2,4.5,4.5,3,5,3,0.9,3,0.916666667,3.692307692
R_ABVT8NZklexLNvj,1,2,2,1,2,2,3,3,1,3,2,0,1,2,2,1,2,0,1,0,2,2,2,1,2,2,1,3,1,1,2,2,1,2,2,2,2,1,3,2,NA,1,3,2,2,2,NA,1,NA,2,1,1,1,2,3,1,3,1,5,5,5,5,4,4,5,5,5,4,6,5,6,6,5,5,5,5,5,4,3,3,3,2,43,male,Black or African-American,"Completed 4-year college (BA, BS)","$60,000 to $80,000",Working for pay (part-time or full-time),3,No,Non-female,Non-white,Working,4.7,5,5,5,4.5,5.5,5.5,5,5.5,1.9375,1.230769231,1.6875,1.9
R_bOzHm2zTKLJTBaV,1,2,2,2,2,2,3,2,2,2,1,0,1,2,2,2,1,1,NA,2,1,2,2,0,2,3,1,2,3,1,2,1,3,2,2,3,1,4,2,1,NA,2,2,1,1,2,1,0,1,1,1,2,NA,3,2,1,3,2,5,4,6,5,1,3,4,2,3,2,5,3,6,6,6,1,3,6,6,7,3,3,4,5,43,male,White or European-American,Some college or technical school,"$80,000 to $100,000",Not currently working for pay,4,No,Non-female,White,Not_working,3.5,5,5,2,6.5,6,3,3,6,1.666666667,1.769230769,1.466666667,2.083333333
R_Ucpt7jMH6xSNw9b,2,NA,1,3,2,2,3,1,3,3,3,1,3,4,1,3,1,1,1,1,1,1,1,1,4,3,1,3,2,1,0,1,3,1,1,1,1,3,3,3,1,3,4,1,3,1,1,1,1,1,1,1,1,4,4,1,3,3,5,4,5,3,5,4,5,3,3,1,3,4,5,3,5,2,4,4,4,5,2,4,3,4,43,female,White or European-American,Completed graduate or professional degree,"$80,000 to $100,000",Working for pay (part-time or full-time),1,No,Female,White,Working,3.8,5,3,3,5,4.5,2.5,4,3.5,1.466666667,2.615384615,1.0625,2.769230769
R_ulCO7Uyj3Lq3stj,2,3,2,3,2,1,1,1,2,3,2,2,2,3,1,2,2,2,2,1,1,1,2,1,2,2,1,2,3,1,1,1,2,1,2,1,1,2,1,3,2,2,2,2,2,2,2,2,1,1,1,1,1,3,4,1,2,3,3,3,3,2,5,5,2,5,3,5,4,4,5,4,6,4,4,4,5,3,3,2,2,2,43,female,White or European-American,Some college or technical school,"$80,000 to $100,000",Not currently working for pay,3,No,Female,White,Not_working,3.6,3,2,5,4.5,4.5,4,4,4.5,1.625,2.153846154,1.25,2.307692308
R_xFvXA0dE1SB63nP,2,3,3,0,2,3,3,3,NA,2,1,0,2,1,3,0,3,0,2,0,3,2,3,3,1,1,3,2,1,1,3,2,NA,2,3,2,3,0,2,1,NA,2,1,3,NA,3,NA,2,NA,3,2,3,3,1,1,2,2,1,5,6,6,5,4,5,5,4,5,2,7,6,6,7,6,6,4,5,7,5,4,1,3,1,43,male,White or European-American,Some college or technical school,"$30,000 to $40,000",Working for pay (part-time or full-time),3,No,Non-female,White,Working,4.7,5,5,4,5.5,5.5,6.5,5,7,2.6875,0.75,2.4375,1.125
R_1E4q2kskPkWztyG,2,1,2,2,2,3,3,2,1,2,1,1,2,1,3,0,2,1,3,2,2,1,2,2,2,2,1,2,NA,2,1,2,3,2,3,3,2,1,2,1,2,2,2,2,NA,2,2,2,3,2,2,2,2,3,3,1,3,0,7,7,7,5,5,6,6,1,3,2,2,3,3,3,6,5,6,5,5,5,3,1,4,3,44,female,White or European-American,Some college or technical school,"$20,000 to $30,000",Working for pay (part-time or full-time),1,No,Female,White,Working,4.9,7,5,1,5.5,4,3.5,4.5,4,2.0625,1.416666667,2,2.083333333
R_1FelULer1OE705N,1,2,3,1,3,3,2,3,0,2,0,0,1,1,2,0,3,0,0,0,3,2,2,3,1,1,2,2,0,1,2,3,1,1,3,2,3,NA,2,NA,NA,1,1,2,NA,3,NA,NA,NA,3,3,2,3,1,1,2,2,NA,6,7,6,4,5,6,6,3,4,2,6,6,7,6,6,6,6,7,7,4,4,1,1,1,44,male,White or European-American,Some college or technical school,"$60,000 to $80,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,4.9,6,4,3,5,7,6,6,6.5,2.25,0.538461538,2.333333333,1.166666667
R_1mqFlGXMXeStdbH,0,1,1,2,2,2,1,1,1,3,1,1,2,3,1,1,1,2,1,2,1,1,1,0,3,2,1,2,2,NA,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,NA,3,2,1,1,1,3,3,2,3,2,2,2,3,2,3,3,3,4,4,4,2,4,5,5,5,4,2,2,1,44,male,White or European-American,Some college or technical school,"$50,000 to $60,000",Not currently working for pay,0,No,Non-female,White,Not_working,2.5,3,3,3,4.5,4.5,2.5,3.5,4.5,1.125,1.846153846,1.357142857,1.461538462
R_21ocEgcajqDKSCT,2,2,1,1,1,2,3,2,1,3,2,1,2,2,2,2,2,1,1,3,2,1,2,2,2,2,1,3,1,3,3,2,3,1,3,4,3,1,4,1,1,3,4,2,1,2,2,2,3,3,1,4,3,3,4,2,1,1,3,2,3,2,1,1,2,2,3,3,1,3,5,1,2,1,2,2,6,2,3,2,3,4,44,male,White or European-American,Some college or technical school,"$60,000 to $80,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,2.2,3,2,2,2,3.5,1,2.5,3.5,1.8125,1.769230769,2.625,2.153846154
R_2ugg3dP5M69vDTH,NA,1,2,2,2,3,3,3,1,2,3,1,2,3,2,2,2,1,2,1,2,1,2,1,2,2,1,3,2,0,1,2,1,3,2,3,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,3,1,2,1,2,3,2,2,3,2,2,2,1,2,2,2,4,6,3,6,2,4,4,2,6,4,3,2,3,2,3,44,male,White or European-American,"Completed 4-year college (BA, BS)","$30,000 to $40,000",Working for pay (part-time or full-time),1,Yes,Non-female,White,Working,2.2,2,2,2,3.5,6,5,2.5,3,1.933333333,1.923076923,1.875,1.692307692
R_2uUIZQJYTpFOm71,3,2,2,1,3,3,2,4,1,2,1,1,1,1,2,1,3,1,2,1,2,2,3,2,1,1,1,1,0,2,2,2,1,2,3,2,3,1,3,1,1,1,1,3,1,3,1,1,1,2,2,3,2,1,1,1,1,NA,4,6,7,6,3,5,3,5,4,4,4,6,6,5,6,3,6,6,3,2,4,5,3,3,44,female,Native American,"Completed 4-year college (BA, BS)","$60,000 to $80,000",Working for pay (part-time or full-time),2,No,Female,Non-white,Working,4.7,4,6,5,4,6,3.5,6,4,2.375,0.923076923,2.25,1
R_D29LqbInM2ieBRn,NA,2,NA,2,2,1,3,2,0,4,2,1,1,2,2,2,1,2,NA,2,NA,0,1,NA,2,2,NA,3,2,0,1,0,1,2,2,2,2,NA,3,2,1,1,3,2,3,2,1,0,1,0,NA,1,0,2,3,0,3,2,2,4,4,3,2,2,2,2,4,2,5,2,4,3,5,2,7,3,5,5,3,3,3,3,44,female,Hispanic or Latinx,Completed graduate or professional degree,"$100,000 to $120,000",Working for pay (part-time or full-time),4,Yes,Female,Non-white,Working,2.7,2,3,2,5,3.5,3.5,4.5,4,1.8,1.769230769,1.133333333,1.916666667
R_1LZ0bSxbKMaSbCW,0,0,0,1,1,1,1,1,2,4,1,1,0,2,1,2,1,2,NA,2,0,0,0,0,2,2,1,3,4,NA,NA,NA,1,1,1,1,1,3,3,1,1,NA,2,1,2,1,2,0,1,NA,NA,NA,NA,2,2,1,3,4,1,2,2,2,4,1,1,1,1,1,1,7,6,5,2,1,6,6,7,6,3,0,0,0,45,female,White or European-American,Graduated high school (or GED),"$20,000 to $30,000",Not currently working for pay,0,No,Female,White,Not_working,1.6,1,2,1,4,6,1,6.5,6,0.733333333,1.846153846,1.111111111,2
R_2f2GpBdB35A5szp,2,2,3,3,3,2,3,2,3,2,1,0,0,2,2,1,1,0,1,0,2,2,2,2,3,2,1,3,0,2,2,2,1,2,3,3,2,2,1,1,NA,NA,1,1,1,1,NA,2,NA,1,2,2,1,2,2,1,2,NA,4,3,4,1,2,5,3,2,2,2,3,3,5,7,4,4,4,5,5,6,1,3,2,4,45,male,White or European-American,"Completed 4-year college (BA, BS)","$40,000 to $50,000",Not currently working for pay,4,No,Non-female,White,Not_working,2.8,4,1,2,5,5,3.5,3.5,6,2,1.384615385,1.75,1.5
R_3fYUoz8jfMvymIU,1,2,2,2,1,NA,2,NA,2,2,2,1,2,2,NA,NA,1,2,1,2,NA,NA,NA,NA,3,3,NA,2,2,1,2,1,1,1,0,1,0,1,2,2,2,2,3,0,0,1,2,1,2,0,0,0,0,2,2,0,1,1,3,2,3,3,2,2,3,2,3,3,5,3,6,5,6,4,6,3,2,5,3,4,2,4,45,female,Hispanic or Latinx,Some college or technical school,"$30,000 to $40,000",Working for pay (part-time or full-time),0,No,Female,Non-white,Working,2.6,3,3,2,5.5,4.5,4.5,4.5,3.5,1.5,2.083333333,0.625,1.615384615
R_3HnRXIQx9oCJjLr,2,2,1,NA,3,2,2,2,NA,1,2,1,3,3,2,3,2,NA,2,2,2,1,2,1,2,2,2,2,2,3,1,1,0,2,1,3,2,0,1,2,1,2,2,1,2,1,0,1,2,2,2,3,2,1,2,3,1,2,5,6,6,5,4,4,6,3,6,3,1,5,5,4,5,1,7,3,6,7,3,2,3,2,45,male,White or European-American,Some college or technical school,"$40,000 to $50,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,4.8,5,5,3,6,4,1,6,5,1.8125,2.2,1.8125,1.307692308
R_3rVc6h9vIs3ZHST,2,NA,NA,3,2,1,3,1,4,2,3,0,0,3,1,3,NA,0,2,0,2,2,2,NA,2,2,NA,3,2,4,0,0,4,1,1,4,1,3,3,3,NA,NA,4,1,3,0,NA,2,NA,1,2,2,0,1,2,0,3,3,4,3,3,3,2,1,3,2,3,2,4,5,4,4,3,5,6,3,5,6,3,2,3,2,45,female,White or European-American,Completed graduate or professional degree,"$50,000 to $60,000",Not currently working for pay,4,No,Female,White,Not_working,2.6,4,3,2,4.5,3.5,4.5,5.5,4.5,1.818181818,1.923076923,1.375,2.888888889
R_BFGE8ZRBAqM5fxv,0,1,1,0,1,3,3,2,2,2,2,0,2,0,2,0,2,2,0,2,1,NA,NA,NA,2,2,NA,2,3,NA,1,1,NA,1,2,2,2,1,2,2,NA,2,NA,2,NA,2,1,NA,1,1,0,0,0,1,1,0,2,3,5,5,5,3,3,4,5,3,4,4,2,7,6,3,5,2,4,3,4,2,2,2,2,1,45,male,White or European-American,Completed graduate or professional degree,"$60,000 to $80,000",Not currently working for pay,0,Yes,Non-female,White,Not_working,4.1,5,3,3,3.5,4.5,2,5.5,3.5,1.5,1.461538462,1.142857143,1.555555556
R_1dG1HuJgI5e5u3L,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,3,2,2,1,4,5,4,4,4,4,4,3,4,3,4,5,5,4,5,3,5,6,6,5,3,1,2,3,46,male,Asian or Asian-American,Completed graduate or professional degree,"$40,000 to $50,000",Working for pay (part-time or full-time),2,No,Non-female,Non-white,Working,3.9,4,4,3,5,5.5,3.5,5,5,1.9375,1.692307692,1.875,1.384615385
R_1E4ZsHk8FybtDmZ,3,3,2,NA,2,3,2,2,NA,2,NA,NA,NA,1,2,NA,2,NA,NA,NA,3,3,2,2,NA,NA,2,1,NA,2,2,2,0,2,2,2,2,0,1,0,0,0,1,2,0,2,0,0,0,2,2,1,1,0,0,2,1,0,6,6,6,5,5,5,5,4,3,3,6,3,6,6,6,5,5,5,6,6,4,1,1,1,46,male,White or European-American,"Completed 4-year college (BA, BS)","$80,000 to $100,000",Working for pay (part-time or full-time),1,No,Non-female,White,Working,4.8,6,5,4,6,5.5,5.5,4,6,2.333333333,1,1.6875,0.153846154
R_1mDlEi3KZ52t7nZ,0,1,NA,2,2,2,2,1,0,2,2,NA,1,3,2,0,1,0,0,0,1,1,2,0,3,2,0,2,1,NA,1,0,2,2,3,2,1,NA,2,3,0,1,2,2,NA,1,NA,NA,NA,1,1,2,NA,3,2,NA,2,1,5,5,5,4,2,3,5,3,4,3,1,3,4,2,6,2,5,5,4,6,4,2,3,2,46,female,White or European-American,"Completed 4-year college (BA, BS)","$100,000 to $120,000",Working for pay (part-time or full-time),1,No,Female,White,Working,3.9,5,4,3,6,4.5,1.5,4,3,1.133333333,1.333333333,1.5,1.777777778
R_1mt7jB2keiEjOsI,2,1,2,1,2,3,3,2,2,3,2,1,NA,2,2,2,3,0,2,2,2,1,2,1,2,2,1,3,2,3,2,3,1,2,3,3,2,2,3,2,1,0,2,3,2,3,NA,2,2,2,2,2,2,1,2,1,1,1,7,7,7,4,4,4,4,3,7,3,2,7,7,7,6,6,7,7,6,7,3,3,5,4,46,female,White or European-American,Completed graduate or professional degree,"$100,000 to $120,000",Working for pay (part-time or full-time),0,Yes,Female,White,Working,5,7,4,3,6.5,7,4,7,6.5,2,1.75,2.375,1.416666667
R_1r0KgjU3mC51H6Y,NA,NA,NA,2,NA,2,NA,2,0,3,2,0,4,2,2,0,NA,0,0,0,2,NA,2,NA,2,3,NA,3,2,0,0,0,2,0,1,0,1,NA,3,2,NA,4,2,1,NA,0,NA,NA,NA,1,0,2,0,2,2,0,1,2,3,4,3,3,1,4,4,3,3,2,5,3,7,5,6,4,5,6,6,6,4,3,2,1,46,female,White or European-American,Some college or technical school,"$20,000 to $30,000",Working for pay (part-time or full-time),0,No,Female,White,Working,3,3,3,3,6,6.5,4.5,4,5.5,1.857142857,1.538461538,0.6,2.125
R_2ccKIR7uicXxK0O,3,4,2,0,2,1,4,3,0,1,2,0,2,4,2,4,3,0,2,0,2,3,2,3,0,0,3,4,0,3,4,4,NA,3,2,3,4,NA,1,2,NA,1,4,1,3,2,NA,4,NA,3,3,3,2,NA,NA,3,4,NA,7,7,5,4,6,7,6,6,7,5,6,1,6,5,5,4,6,2,5,7,4,3,5,4,46,male,White or European-American,Completed graduate or professional degree,"$120,000 to $140,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,6,7,4,6,6,4,5,3.5,5,2.5,1.230769231,2.8125,2.8
R_2dWwBRl0mtYpDpo,0,2,2,3,2,2,2,3,2,3,3,0,3,4,1,3,1,0,1,0,2,2,2,NA,3,3,1,3,3,NA,2,2,3,2,2,1,2,3,4,2,NA,3,3,1,3,1,NA,1,NA,1,1,1,0,3,3,1,3,4,4,5,5,6,5,7,7,6,6,4,2,4,5,3,4,1,5,6,6,2,4,1,2,3,46,male,White or European-American,"Completed 4-year college (BA, BS)","$20,000 to $30,000",Working for pay (part-time or full-time),1,No,Non-female,White,Working,5.5,4,6,6,3,5.5,1.5,4.5,4.5,1.733333333,2.307692308,1.466666667,3
R_2rItcmjUilMKNEh,NA,NA,NA,2,NA,1,2,2,2,2,2,0,2,3,1,2,1,0,1,0,1,NA,2,0,3,2,1,3,3,0,0,0,2,0,1,2,1,2,1,2,NA,2,3,1,3,1,NA,1,NA,1,0,2,NA,3,3,1,3,3,3,2,2,2,2,2,3,3,3,2,1,6,7,5,1,2,6,7,5,7,5,2,3,2,46,male,White or European-American,Some college or technical school,"$20,000 to $30,000",Working for pay (part-time or full-time),2,Yes,Non-female,White,Working,2.4,3,2,3,4,7,1.5,6,5,1.272727273,1.846153846,0.8,2.6
R_3IbZ0w7NhN9miqH,2,1,1,1,2,4,1,1,0,3,2,0,NA,0,3,0,1,0,1,0,1,1,1,1,1,0,1,NA,1,1,1,1,1,1,3,1,1,NA,3,1,NA,0,NA,3,NA,1,NA,1,NA,1,1,1,1,1,NA,1,0,1,3,3,3,3,3,3,3,3,3,3,3,6,5,6,3,2,5,4,6,3,2,2,2,2,46,male,White or European-American,"Completed 4-year college (BA, BS)","$40,000 to $50,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,3,3,3,3,3,4.5,2.5,5.5,6,1.5625,0.454545455,1.375,0.666666667
R_3kNBfYqY4E0JGv1,2,1,2,2,2,2,3,2,1,2,1,0,1,2,2,2,1,0,1,0,2,2,NA,1,2,2,1,2,NA,2,1,2,2,1,1,3,2,1,2,1,NA,1,2,1,2,1,NA,1,NA,2,2,0,1,2,2,1,2,0,1,1,1,1,1,1,1,1,1,1,3,3,5,3,4,4,4,3,4,6,2,1,3,3,46,female,more than one race,"Completed 4-year college (BA, BS)",Decline to answer,Working for pay (part-time or full-time),0,No,Female,Non-white,Working,1,1,1,1,5,4,3.5,3.5,3.5,1.733333333,1.25,1.4375,1.5
R_cAzf2GhjzcmvF6N,2,2,2,NA,3,1,1,1,NA,2,NA,0,3,3,NA,NA,0,1,2,1,2,2,2,NA,2,1,2,1,4,2,3,2,0,3,1,2,1,0,1,0,NA,3,3,0,0,NA,1,3,1,2,2,2,0,3,2,2,1,2,3,5,2,2,1,1,2,3,2,1,2,3,6,2,7,3,6,2,3,3,3,1,3,2,46,female,White or European-American,Some college or technical school,"$50,000 to $60,000",Working for pay (part-time or full-time),4,No,Female,White,Working,2.2,3,2,3,5,4,2.5,4.5,2.5,1.714285714,1.777777778,1.733333333,1.333333333
R_Rk2TivseFtnodNf,1,0,0,NA,1,3,2,2,NA,2,NA,NA,2,2,2,NA,2,NA,2,NA,1,NA,NA,NA,2,2,NA,2,2,1,NA,NA,0,2,3,3,2,0,2,0,0,1,1,3,0,2,0,1,0,1,0,0,0,2,2,0,2,2,4,7,4,1,1,1,1,1,1,1,5,3,3,5,5,5,6,7,5,7,1,5,5,5,46,female,White or European-American,Some college or technical school,"Less than $10,000",Working for pay (part-time or full-time),4,Yes,Female,White,Working,2.2,4,1,1,6,5,5,4.5,5,1.5,2,1.428571429,0.769230769
R_SZaaH53IaBvxea5,3,3,3,0,3,3,2,3,0,1,0,0,0,2,3,2,3,0,2,0,3,3,2,3,1,1,3,2,0,2,2,2,NA,2,3,2,2,NA,1,NA,NA,NA,1,3,1,3,NA,2,NA,3,2,2,3,1,1,3,2,NA,5,5,5,4,4,5,4,5,4,2,6,6,6,6,5,5,5,7,6,6,3,4,4,3,46,male,White or European-American,Graduated high school (or GED),"$30,000 to $40,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,4.3,5,4,5,5.5,6.5,5.5,5.5,6,2.6875,0.615384615,2.3125,1.2
R_wNs377rCo4qAsRH,1,2,1,2,2,4,2,3,1,2,1,0,2,1,3,1,3,0,1,0,3,3,2,2,2,1,1,2,3,1,2,1,3,2,3,1,4,1,3,2,NA,3,2,3,1,3,NA,1,NA,2,1,2,2,3,2,1,1,3,6,6,6,4,3,4,7,3,6,3,2,3,6,5,6,1,5,3,7,4,3,3,2,3,46,male,White or European-American,"Completed 4-year college (BA, BS)","$60,000 to $80,000",Working for pay (part-time or full-time),0,Yes,Non-female,White,Working,4.8,6,4,3,5,4.5,1.5,4,6,2.1875,1.230769231,2,2.1
R_0D6kcPzpeRKABrP,3,1,1,0,2,3,3,2,0,2,1,NA,NA,1,2,1,2,0,1,0,2,1,0,1,1,1,NA,2,0,3,1,1,NA,2,3,3,2,NA,2,1,0,0,1,1,2,1,NA,1,NA,1,2,NA,1,1,1,0,2,NA,3,4,3,2,4,3,3,5,4,3,4,4,5,5,4,3,5,5,4,4,4,3,1,1,47,female,Asian or Asian-American,Some college or technical school,"$100,000 to $120,000",Not currently working for pay,0,No,Female,Non-white,Not_working,3.4,3,2,5,4,5,3.5,4.5,4.5,1.733333333,0.636363636,1.6,1
R_1DHY3SrxwDWIa79,2,2,2,2,3,3,2,2,2,1,2,NA,3,2,2,1,2,0,2,NA,2,1,2,1,2,2,2,3,2,2,2,1,1,3,2,2,1,3,2,1,0,2,1,2,1,1,NA,2,0,2,1,2,1,2,2,1,3,2,4,4,5,4,3,3,4,3,4,1,5,6,7,5,6,3,6,7,7,6,5,1,2,1,47,female,White or European-American,Some college or technical school,"$80,000 to $100,000",Working for pay (part-time or full-time),0,No,Female,White,Working,3.5,4,4,3,6,7,4,6,6,1.9375,1.909090909,1.6875,1.5
R_1dKyQFvi1jw7wf2,3,2,2,1,3,4,4,3,0,3,0,0,2,2,3,1,3,0,0,0,3,1,2,2,1,1,2,2,4,3,2,1,1,3,3,4,2,NA,2,NA,NA,2,1,3,1,2,NA,NA,NA,2,1,2,2,1,1,2,2,3,7,7,7,6,7,6,7,2,7,3,5,7,7,6,6,2,6,7,7,6,5,2,2,3,47,male,White or European-American,"Completed 4-year college (BA, BS)","$120,000 to $140,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,5.9,7,6,2,6,7,3.5,6.5,6.5,2.5,1.076923077,2.266666667,1.5
